titreOriginal,anneeSortie,langue,genre
Vanishing Point / Point De Fuite / Katinngat,2013,Anglais,Documentaire
Mise En Scène,2012,Anglais,Documentaire
Paul-André Fortier,2012,Anglais,Documentaire
Impromptu,2013,Anglais,Animation
Horlogers / The Clockmakers,2013,,Animation
Terre D'Écueil / Hollow Land,2013,Sans paroles,Animation
Forbach Forever,2014,,Documentaire
Ftp-Moi Paris-Toulouse (1942-1944),2013,,Documentaire
Harmonie,2013,,Documentaire
"Jean-Louis Comolli, Filmer Pour Voir!",2013,,Documentaire
Prince Miiaou,2013,,Documentaire
Conférence De Jean Gili Sur Gianni Amelio,2013,Français,
Classe De Maître De Félix Dufour-Laperrière,2013,Français,
Way Way Back,2013,,
Fruitvale Station,2013,,
In A World...,2013,,
Upstream Color,2013,,
Computer Chess,2013,,
"Reggie Chartrand, Patriote Québécois",2010,Français,Autres
Gaetan,2014,Français,Autres
Visitors,2013,,Documentaire
Tim'S Vermeer,2013,,Documentaire
All The Wrong Reasons,2013,Anglais,Comédie
Art Of The Steal,2013,Anglais,Comédie
Bunker,2014,Français,
Empire Of Dirt,2013,Anglais,
Farewell Touch,2012,Anglais,Documentaire
Fight,2012,Anglais,Documentaire
Grand Seduction,2013,Anglais,Comédie
Hard Light,2012,Anglais,Documentaire
Hue: A Matter Of Color,2013,Anglais,Documentaire
Imaginary Heroine,2012,Anglais,Documentaire
Inner Rush,2012,Anglais,Documentaire
Lawrence & Holloman,2013,Anglais,Comédie
Let The Daylight Int The Swamp,2012,Anglais,Documentaire
Life On Victor Street,2012,Anglais,Documentaire
Mary & Myself,2013,Anglais,Animation
Miraculum,2014,Français,
Music Is Not A Luxury,2012,Anglais,Documentaire
Promesse Du Klondike,2012,Français,Documentaire
Rhymes For Young Ghouls,2013,Anglais,Autres
Right Kind Of Wrong,2013,Anglais,
"Ron Turcotte, Jockey Légendaire",2013,Anglais,Documentaire
Shana: The Wolf'S Music,2013,Anglais,Autres
Stress Position,2013,Anglais,Crime
Sur La Banquise,2012,Français,Documentaire
Three Night Stand,2013,Anglais,Autres
Une Affaire De Famille,2012,Français,Documentaire
We Were Children,2012,Anglais,Documentaire
Who Cares,2012,Anglais,Documentaire
Séducteur : Un Animal En Voie De Disparition?,2014,Anglais,Documentaire
Yi Ge He Ba Ge,1983,,
Pierre Barouh Et Le Cinéma : Une Rencontre,2013,Français,
Philomena,2013,Anglais,
Kaze Tachinu,2013,Allemand,Animation
Pozitia Copilului,2013,Roumain,
À Ciel Ouvert,2013,Français,Documentaire
Uchu Kaizoku Kyaputen Harokpu,2013,Japonais,
Âmes De Papier,2013,Français,
100% Cachemire,2013,Français,
Télévision Des Premiers Temps : La Famille Plouffe,2013,Français,
Comment J'Ai Détesté Les Maths,2013,Français,Documentaire
Don Jon,2013,Anglais,
Doutes : Chronique Du Sentiment Poétique,2013,Français,
Escape Plan,2013,Anglais,Action
Hunger Games : Catching Fire,2013,Anglais,
Il Était Une Forêt,2013,Français,Documentaire
Inside Out,2013,Anglais,Documentaire
Last Vegas,2013,Anglais,
Limpiador,2012,Espagnol,
Loulou : L'Incroyable Secret,2013,Français,
Lovelace,2013,Anglais,
Lulu Femme Nue,2013,Anglais,
Mandela : Long Walk To Freedom,2013,Afrikaans,
Plot For Peace,2013,Afrikaans,Documentaire
Nesma,2013,Français,
Oldboy,2013,Anglais,
Zum Geburtstag,2013,Allemand,
Redemption,2013,Allemand,Documentaire
20 Feet From Stardom,2013,Anglais,Documentaire
Secret Life Of Walter Mitty,2013,Anglais,
C'Est L'Homme,2009,Français,
Mad Genius,1931,Anglais,
Jiao You,2013,Mandarin,
Feng Ai,2013,Chinois,
Field In England,2013,Anglais,
Télévision Des Premiers Temps : Les Mains Nettes,2013,Français,
Leçon De Cinéma : Sarah Préfère La Course,2013,Français,Documentaire
Fifth Estate,2013,Anglais,Historique
Part Du Feu,2013,Français,Documentaire
Fonzy,2013,Français,
Renard Jaune,2013,Français,Crime
Nymphomaniac - Volume 1,2013,,
Batalha De Tabatô,2013,,
W Imie,2013,Polonais,Crime
Yves Saint Laurent,2014,Français,Historique
Cadences Obstinées,2013,,
Brujas De Zugarramurdi,2013,,Comédie
Wolfcop,2014,Anglais,Sf
Out Of The Furnace,2013,,Crime
R,2010,Arabe,
Mitchif : L'Esprit De Riel Et De Dumont,2013,Français,Autres
Table,2013,Français,
Movies,2005,,
This Spartan Life,2005,,
Poor Old Schatz,1968,Anglais,
Schiaparelli - Parfum Shocking,1966,Anglais,
Perfectly Fine,1969,Anglais,
Reflections,1969,Sans paroles,Autres
Agophobia,2013,,
Untermensch,2013,,
Silence,2012,Anglais,
Delivery Man,2013,Anglais,
Pas La Grosse Sophie,2014,Français,
Afterparty,2013,Anglais,
Rideau,2013,Français,
Double Whammy,2001,Anglais,
Down River,2013,Anglais,
Dick Knost Show,2013,Anglais,
Petite Reine,2014,Français,
Charte Des Distractions,2014,Français,Autres
Âge Tendre,2014,Français,Documentaire
Ange Gardien,2014,Français,
Discopathe,2013,Français,Sf
Campagne Romaine,1958,,
Collisions,2014,Français,
Il Ventait Devant Ma Porte,2014,Français,Documentaire
3 Histoires D'Indiens,2014,Français,Autres
Noah,2014,Anglais,
Un Beau Dimanche,2013,Français,
Ida,2013,Polonais,
Goltzius And The Pelican Company,2012,Anglais,
Abus De Faiblesse,2013,Français,
Viva La Libertà,2013,Français,
Au Bord Du Monde,2013,Français,Documentaire
2 Automnes 3 Hivers,2013,Français,
Lone Survivor,2013,Anglais,
Expérience Blocher,2013,Allemand,Documentaire
Gloria,2013,Anglais,
Nagy Füzet,2013,Hongrois,
Grandes Ondes (À L'Ouest),2013,Français,
Hobbit: The Desolation Of Smaug,2013,Anglais,
I Used To Be Darker,2013,Anglais,
Jack Et La Mécanique Du Coeur,2013,Français,
Jacky Au Royaume Des Filles,2014,Français,
Je Fais Le Mort,2013,Français,
Passer L'Hiver,2013,Français,
Who'S Afraid Of Vagina Wolf?,2013,Anglais,
Tonnerre,2013,Français,
Tante Hilda!,2013,Français,Animation
Villaggio Di Cartone,2011,Italien,
Book Thief,2013,Allemand,
Week-Ends,2014,Français,
Zaseda,1969,Serbo-croate,
Chemin Bessette,2013,Français,Documentaire
Breaking The Frame,2012,,
Avec La Gauche,2014,Français,Documentaire
Chez Lise,2013,Anglais,Autres
Clydecynic,2013,Anglais,Autres
"Patriotes : Une Histoire De Rébellions Au Bas-Canada, 1837-1838",1999,,Autres
China Girl,1942,,
Mortem,2010,Français,
Im-Lyu-Myeol-Mang-Bo-Go-Seo,2012,Coréen,
Apparition,2012,Anglais,
Red Lights,2012,Anglais,
Passion Play,2010,Anglais,
Truth Or Dare,2012,Anglais,
Beneath The Darkness,2011,Anglais,
Cook,2008,Anglais,
Fantasmagorie,1963,Français,
Morte Viene Dal Pianeta Aytin,1967,Italien,
Pianeta Errante,1966,Italien,
Pact,2012,Anglais,
Deddo Sushi,2012,Japonais,
Salon Kitty,1976,,
Eine Armee Gretchen,1973,,
Enlèvement De Michel Houellebecq,2014,,
Échange,2014,,
Grand Budapest Hotel,2014,Anglais,
True Detective,2014,,
Ennui Ennui,2013,,
Dreaming Of Babylon,2010,Anglais,Autres
42,2013,,
Brooklyn,2015,Anglais,
Une Histoire Du Nord,2013,Français,Autres
Fernand Leduc : La Peinture Et Les Mots,2013,Français,Autres
G.I. Joe : Retaliation,2013,,
Jours D'Avant,2013,Arabe,
Solitudes,2012,Français,
Nuit Américaine D'Angélique,2013,Français,
D'Où Que Vienne La Douleur,2013,Français,
Aurore Boréale,2013,Français,
Arekara - La Vie Après,2013,Japonais,Documentaire
Terrain,2013,Muet,Documentaire
Grosse Bête,2013,Français,Animation
Betty'S Blues,2013,Anglais,Animation
Palmipedarium,2012,Sans paroles,Animation
Twe,2013,,
Old Love Desert,2012,Français,
Incident Urbain,2013,Français,
Courant Faible De La Rivière,2013,Français,
Chispa De La Vida,2011,,
Minuscule : La Vallée Des Fourmis Perdues,2013,Sans paroles,Animation
Nymphomaniac - Volume 2,2013,,
Belle Et La Bête,2014,,
Diplomatie,2014,Allemand,
Her,2013,Anglais,
Dark Touch,2013,Anglais,
Youth,2013,Anglais,
Week-End,2013,Anglais,
Jack Ryan : Shadow Recruit,2014,Anglais,
Monuments Men,2014,Allemand,
Arrête Ou Je Continue,2014,Français,
Bethlehem,2013,Arabe,
Comme Des Lions De Pierre À L'Entrée De La Nuit,2012,Français,Documentaire
Cour De Babel,2014,Français,Documentaire
Des Étoiles,2013,Anglais,
Enfants Rouges,2014,Français,
Epizoda U Zivotu Beraca Zeljeza,2013,Roumain,
Halam Geldi,2014,Grec,
Hemel,2012,Anglais,
Homme Aux Serpents,2010,Espagnol,Documentaire
Grudge Match,2013,Anglais,
Mr. Peabody & Sherman,2014,Anglais,
Brücke Am Ibar,2012,Serbe,
Se Battre,2014,Français,Documentaire
Sens De L'Humour,2013,Français,
Son Épouse,2014,Anglais,
Supercondriaque,2014,Anglais,Comédie
August : Osage County,2013,Anglais,
Lebenden,2012,Allemand,
Schöne Tag,2001,Allemand,
Im Schatten,2010,Allemand,
Charles,2012,Anglais,Autres
Épinettes Noires / The Black Pines,2009,Anglais,Autres
Devil Inside,1995,,
Rapunzel,1982,,
Luxor,1997,,Autres
Transfinite Loops,1996,,Autres
Radio Island,1997,,Autres
Confluence,1999,,Autres
Stupaform,2002,,Autres
Heliogos,2001,,Autres
Natureland,2003,,Autres
Law Of Desire,1997,,
Whir,2002,,
All You Can Eat,1993,,
Fête Ce Que Veux : Bordel De Ville,1995,,
Stelarc : Copenhagen Suspension,1985,,
Summer Blues,2002,,
Trouble In The Image,1996,,
First Novel,1958,,
Savage Fury,1985,,
Dirty Wars,2013,,Documentaire
Återträffen,2013,,
Entretiens Atom Egoyan,1995,,
Carnival,1955,,Documentaire
Charte Des Élection,2014,Français,Autres
S.F.W.,1994,,
Godzilla,2014,,
Stewardesses,1970,,
Situation Amoureuse : C'Est Compliqué,2014,Français,
Riaru : Kanzen Naru Kubinagaryû No Hi,2013,,
Gazelles,2014,Français,
Marvel Renaissance,2014,,Documentaire
Anni Felici,2013,Anglais,
Que Les Armes Bénissent L'Amérique,2013,,Documentaire
Invisible Woman,2013,Anglais,
Angélique,2013,Français,
Mi Mefahed Mezeev Hara,2013,Arabe,
Labor Day,2013,Anglais,
Ghosts... Of The Civil Dead,1988,Anglais,
Staggered,1994,Anglais,Comédie
Jour Sans Joie,2009,Français,Autres
Marche À Suivre,2014,Français,Documentaire
Âmes Câlines,2001,Français,
Uroki Garmonii,2013,Kazakh,
"Aimer, Boire Et Chanter",2014,Français,Comédie
Carrie,2013,Anglais,
Devil Seed,2012,Anglais,
Love,2011,Anglais,
Bat,1926,Sans paroles,
One Piece : Omatsuri Danshaku To Kimitsu No  Shima,2005,Japonais,
Werewolf : The Beast Among Us,2012,Anglais,
Wrong Turn 4 : Bloody Beginnings,2011,Anglais,
Thief Lord,2006,Anglais,
Snow White : A Deadly Summer,2012,Anglais,Sf
Below Zero,2011,Anglais,
Caretaker,2012,Anglais,
Chimères,2013,Français,
Raid 2 : Berandal,2014,,
Killers,2014,,
Robocop,2014,,
Hexen Bis Aufs Blut Gequält,1970,,
Edge Of Tomorrow,2014,,
Jupiter Ascending,2014,,
1987,2014,Français,
Coupe,2014,Français,Autres
Bernard Le Grand,2013,Français,Autres
Maurice - Une Belle Mort,2014,Français,
Beat Of A Thousand Drums,1998,Anglais,
Multi-Femmes,2006,,
Sacro Gra,2013,Italien,Documentaire
Eastern Boys,2013,Anglais,
Când Se Lasa Seara Peste Bucuresti Sau Metabolism,2013,Roumain,
Enough Said,2013,Anglais,Comédie
Fading Gigolo,2013,Anglais,
Migliore Offerta,2013,Anglais,
Braddock America,2013,Anglais,Documentaire
Busca,2012,Portugais,
Closed Circuit,2013,Anglais,
De Toutes Nos Forces,2013,Français,
47 Ronin,2013,Anglais,
Lego Movie,2014,Anglais,
"Holy Field, Holy War",2013,Anglais,Documentaire
How I Live Now,2013,Anglais,
I Am Divine,2013,Anglais,Documentaire
Impenetrable,2012,Espagnol,Documentaire
Instinct De Résistance,2011,Français,Documentaire
Melaza,2012,Espagnol,
Night Moves,2013,Anglais,
Moonshine Mountain,1964,Anglais,
Philosophie Dans Le Boudoir,1971,,
Non-Stop,2014,Allemand,
Parce Que J'Étais Peintre,2013,Français,Documentaire
Pièce Manquante,2013,Français,
Pompeii,2014,Anglais,Action
Rayures Du Zèbre,2014,,
Taste Of Blood,1967,Anglais,Sf
"Salaud, On T'Aime",2014,Espagnol,
Short Term 12,2013,,
Pluto,2012,Coréen,
Gruesome Twosome,1967,Anglais,
Une Promesse,2013,,
Monica Z,2013,Anglais,
Vertige Des Possibles,2013,Français,
Gore Gore Girls,1972,Anglais,
Wrong Cops,2013,Anglais,
This Stuff'Ll Kill Ya!,1971,Anglais,
Year Of The Yahoo!,1972,Amharique,
Linda And Abilene,1969,Anglais,
Psychic,1968,Anglais,
Daughter Of The Sun,1962,Anglais,
Gadajace Glowy,1980,,Documentaire
Silent Majority Speaks,2010,,Documentaire
Dans La Cour,2014,,
4 Bâtiments Face À La Mer,2012,Japonais,Documentaire
Âge De Son Retour,2013,Français,
37°4 S,2013,Anglais,
Énergie Sombre,2012,,
Kijima Stories,2014,Français,Documentaire
Ïle,2013,Anglais,Documentaire
Yeux Du Renard,2012,Sans paroles,
Ringer,2013,Anglais,
No Hablo American,2013,Anglais,
You Were So Precious,2013,Sans paroles,Animation
Horící Ker,2013,,
Rétention,2013,Français,
C'Est Au Lavomatic Que Ça A Commencé,2013,Français,Animation
Pas De La Porte,2014,Français,Autres
Greater The Weight,2008,Anglais,Autres
Derrière Le Paravent,2012,Français,Autres
Peine Perdue,2013,Français,
Nosila. La Belleza,2012,,
D'Aléas,2011,Sans paroles,Autres
Habana,2014,Espagnol,Animation
Sun Is The Next Tv,2013,,
X-Men : Days Of Future Past,2014,Anglais,
Semeur,2013,Français,Autres
American Mary,2012,Allemand,
Victimes,2012,Français,
Marudukku Sukuranburu : Nenshou,2011,Japonais,
"Tomorrow, When The War Began",2010,Anglais,
Day,2011,Anglais,
Paroxismus,1969,Anglais,
Mephisto Waltz,1971,Anglais,
Eddie,2012,Anglais,
John Dies At The End,2012,Anglais,
Je Suis Dans Un Band,2013,Français,Documentaire
Last Woman Standing,2013,Anglais,Documentaire
Long Gone Day,2013,Anglais,Autres
Poussière Sur La Ville,2013,Français,Autres
Rédemption,2013,Français,Autres
Routier,2013,Français,Autres
Uvanga,2013,Anglais,
Wakhan,2013,,Documentaire
Savoir Est Une Lumière,2013,Français,Autres
Rose Hobart,1936,,Autres
Her Fragrant Emulsion,1987,,Autres
Hércules 56,2006,Portugais,Documentaire
Memorias Del Desarrollo,2010,Anglais,
Obvious Child,2014,Anglais,
Proxy,2013,Anglais,
Citizen Koch,2013,Anglais,Documentaire
Manakamana,2013,Anglais,Documentaire
Vies De Mon Père : Yvan Ducharme,2013,Français,Documentaire
Haïti Untold,2013,Anglais,Documentaire
Nini,1967,Français,Autres
Mitómana,2009,Espagnol,
Pejesapo,2007,Espagnol,
Sub Terra,2003,Espagnol,
Súper Amigos,2007,Anglais,Documentaire
Normal!,2011,Arabe,
Que Ta Joie Demeure,2014,Français,
Life With Murder,2010,,Documentaire
Ncr : Not Criminally Responsible,2013,,Documentaire
"Out Of Sight, Out Of Mind",2014,,Documentaire
Bevor Der Letzte Vorhang Fält,2014,,Documentaire
Julian Bond : Reflexions From The Frontlines Of The Civil Rights Movement,2012,Anglais,Documentaire
32:11,2002,Sans paroles,Animation
Welcome To New York,2014,Anglais,
Maïs Hybride,1955,Français,Documentaire
Dawn Of The Planet Of The Apes,2014,,
Alléluia,2014,,
Keeping The Elephants Away,1986,,Documentaire
"Rendezvous Canada, 1606",1990,Anglais,
Life On Ice,1989,Anglais,Documentaire
Happy Birthday,1974,,Animation
Jacks Or Better,1982,Anglais,Documentaire
Debby And Sharon : The Recovery Series,1985,Anglais,Documentaire
Feeding And Clothing China'S Millions,1986,Anglais,Documentaire
Pour Que Plus Jamais,2014,Français,
Delia : The Recovery Series,1985,Anglais,Documentaire
Grain Elevator,1981,Anglais,Documentaire
No Accident,1986,Anglais,Documentaire
"Hello, Angela",1986,Anglais,
Changes,1989,Anglais,Documentaire
Aaniasiurtik : Infirmière Au Nunavik,2009,Français,Autres
One Of Many : Dr. Nhan,1982,Anglais,Documentaire
Flocons,2014,Français,Autres
Jutra,2014,Français,Autres
Bille Bleue / The Blue Marble,2014,Français,Autres
Balançoire,2004,Français,
"Deux Jours, Une Nuit",2014,Français,
Is The Man Who Is Tall Happy? : An Animated Conversation With Noam Chomsky,2013,Anglais,Documentaire
Cheatin',2013,Anglais,Animation
Two Men In Town,2014,Anglais,
Alì Ha Gli Occhi Azzuri,2012,Italien,
Letters From Karelia,2004,Anglais,Documentaire
Arthur Newman,2012,Anglais,
Aux Yeux Des Vivants,2014,Français,
Avis De Mistral,2014,Français,
Braconne,2013,Français,
Chèvres De Ma Mère,2014,Français,Documentaire
Crème De La Crème,2014,Français,
"Musoya, Malgré Le Silence",2005,,
For Greater Glory : The True Story Of Cristiada,2012,Anglais,
Dancing In Jaffa,2013,Anglais,Documentaire
De Guerre Lasse,2014,Français,
Zwei Leben,2012,Allemand,
Merkwürdige Kätzchen,2013,Allemand,
Giraffada,2013,Anglais,
Joe,2013,Anglais,
Layla Fourie,2013,Anglais,
Ligne De Partage Des Eaux,2013,Français,Documentaire
May In The Summer,2013,Anglais,
Pas Son Genre,2014,Français,
Pelo Malo,2013,Espagnol,
Sakasama No Patena,2013,Japonais,
"Ye Ying, Le Promeneur D'Oiseau",2013,Mandarin,
3X3D,2013,Anglais,
Tout Est Permis,2014,Français,Documentaire
Winter'S Tale,2014,Anglais,
Tuktu And His Nice New Clothes,1968,,Documentaire
Mysteries Of Egypt,1998,Anglais,Documentaire
Especially You,1989,Anglais,Documentaire
"Man, The Snake And The Fox",1978,,
Lorri : The Recovery Series,1985,Anglais,Documentaire
Chambre Bleue,2014,Galicien,
Homesman,2014,Anglais,
Chloe The Sea Cucumber,1991,Anglais,
Flashpoint,1977,Anglais,Animation
Harnessing The Monsoon,1982,,Documentaire
Handle On Health,1986,Anglais,Documentaire
"New Days, New Horizons",1982,Anglais,
Place To Stand,1967,Sans paroles,Documentaire
Opening Logo. International Animation Festival. Ottawa 1978,1988,,Animation
City (Osaka),1970,Sans paroles,Animation
Runan Caycu,1973,,Documentaire
Si Podemos,1973,,Documentaire
Gente En Buenos Aires,1974,Espagnol,
Job Offer,1988,Anglais,
"Nos Vemos, Papá",2011,Espagnol,
Quatre Instituteurs,1961,Français,Documentaire
Last Exorcism : Part 2,2013,Anglais,
Muirhouse,2012,Anglais,
Crawlspace,2012,Anglais,
Comedown,2012,Anglais,
Vamps,2012,Anglais,
Storage 24,2012,Anglais,
Dias Com Ele,2012,Portugais,Documentaire
Hirokin,2012,Anglais,
Game Over,2009,Anglais,
Jurassic Trash,1998,Français,
Texas Chainsaw 3D,2013,Anglais,
Helium,2014,Néerlandais,
Nanting Maste Ga Sönder,2014,Suédois,
Let'S Discuss It,1956,Anglais,Autres
Militaire,2014,Français,Autres
Une Vie Pour Deux,2013,Français,Documentaire
Trent Severn Seasons,1983,,Documentaire
International Court Of Justice,1964,,Documentaire
Trees Of Hope,1986,Anglais,Documentaire
Jidlo,1993,,
Discussions In Bioethics : Family Tree,1985,Anglais,Documentaire
Del Amor Y Otros Demonios,2009,Espagnol,
Nocturna Artificiala,1979,,
Epic Of Gilgamesh,1981,,
School Bus Collision Tests,1984,,Documentaire
Maps To The Stars,2014,Anglais,
Captive,2014,Anglais,
Mommy,2014,Anglais,
Proprietà Non È Più Un Furto,1973,Italien,
Ombres Qui Passent,1924,,
To Your Health,1956,Anglais,Documentaire
Fall Is Here,1967,Anglais,Documentaire
Splendours Of Britain,1973,,Documentaire
Life Of The Honeybee,1980,,Documentaire
Caring For History,1973,Anglais,Documentaire
"Hook, Line And Sinker",1959,Anglais,Documentaire
Tempêtes,1922,,
Vigo,1998,Anglais,
Educazione Siberiana,2013,Anglais,
Roman De Renart,2005,Anglais,
Madly Madagascar,2013,Anglais,Animation
Bird People,2014,Anglais,
Shuiyin Jie,2013,Mandarin,
Bai Ri Yan Huo,2014,Mandarin,
Starred Up,2013,Anglais,
Berlin - Le Passage Du Temps,2014,,
Difret,2014,Amharique,
Walking Under Water,2014,Anglais,Documentaire
Happiness,2013,Dzongkha,Documentaire
Tourmentes,2014,,Documentaire
Cathedrals Of Culture,2014,Anglais,Documentaire
Rings Of The World,2014,,Documentaire
Beyond Glooscap,1978,,Documentaire
Gardens By The Sea,1973,Anglais,Documentaire
Cross-Country Go!,1974,,Documentaire
Reflections Of The Past,1976,,Autres
Labour And Delivery,1970,Anglais,
Ninety-Nine Bottles Of Beer,1972,,Documentaire
Under The Skin,2013,Anglais,
Noir,2014,Français,
Binary Lives : Steina And Woody Vasulka,1997,Anglais,Documentaire
Tu Dors Nicole,2014,Français,
Duo Sang,1994,Japonais,
Une Courte Histoire De La Folie,2014,Français,Documentaire
Saga De Murdo Macleod Et Son Premier Contact Avec Les Abénakis,2012,Français,Autres
Ana Arabia,2013,Hébreu,
Armée Du Salut,2013,Arabe,
Au Fil D'Ariane,2014,Français,
Babysitting,2014,Français,
Belle Vie,2013,Français,
"Caricaturistes, Fantassins De La Démocratie",2014,Français,Documentaire
Insólitos Peces Gato,2013,Espagnol,
For Those Who Can Tell No Tales,2013,Anglais,
Pasookkoon,2010,Coréen,
Sagrada : El Misteri De La Creació,2012,Anglais,Documentaire
Il A Plu Sur Le Grand Paysage,2014,Français,Documentaire
Jobanni No Shima,2014,Japonais,
Plynace Wiezowce,2013,Polonais,
Maidan,2014,Ukrainien,Documentaire
Man Of Tai Chi,2013,Anglais,
Michael Haneke Porträt Eines Film-Handwerkers,2013,Allemand,Documentaire
Monde Nous Appartient,2012,Français,
Mouton,2013,Français,
